id,name,currency
2600029,KFC,Rs.
2600684,Sharma Chinese and Fast Food,Rs.
18751380,Ganesh Chinese & Fast Food,Rs.
2601629,CKC Restaurant,Rs.
2600564,Tilak's Chocolady Bakery & Restaurant,Rs.
2600025,Pizza Hut,Rs.
2600818,Mamaji Jalebi Wale,Rs.
2600519,Vrindavan Dhaba,Rs.
2601311,Naveen's Bapu ki Kutia,Rs.
2600013,Milan Restaurant,Rs.
18782562,Pakiza Restaurant,Rs.
18758713,Sehra's Morar Restaurant,Rs.
18433857,Cafe Mojo Jojo,Rs.
2600021,McDonald's,Rs.
2700006,Krsna The Veg Restaurant,Rs.
2700810,Sensex The Tea Point,Rs.
2700248,Kuppuswami,Rs.
2700056,Vyanjan Restaurant,Rs.
2700263,Prana,Rs.
2700223,The Kav's,Rs.
18416631,Nirvana,Rs.
2701364,Kitchen Handi,Rs.
2700002,Moti Mahal Delux Tandoori Trail,Rs.
2701057,Kullhad,Rs.
2700001,Hot Lips,Rs.
18447543,Kullhad,Rs.
2700897,Swad Desh,Rs.
2700354,Zinnia Restaurant,Rs.
2700065,Fork N Cork,Rs.
2700015,Flaves,Rs.
2700082,The Urban Brava,Rs.
2700418,Pizza Hut,Rs.
2700110,Uday Misthan Bhandar,Rs.
2700878,Foodism,Rs.
2800013,Pizza Hut,Rs.
2800012,Pizza Hut,Rs.
2800015,KFC,Rs.
2800380,Venkatadri Vantillu,Rs.
2801416,Tej Arabian Nights,Rs.
2800543,Bombay Family Restaurant,Rs.
2801019,McDonald's,Rs.
2801343,Cafe Military,Rs.
2800467,Kalyani Mess,Rs.
2800265,Akshaya Restaurant,Rs.
2801323,Ironhill Brewery,Rs.
2800005,Domino's Pizza,Rs.
2800019,Flying Spaghetti Monster,Rs.
2800001,Red Cherry Bakers & Restaurant,Rs.
2800856,Barbeque Nation,Rs.
2800004,Domino's Pizza,Rs.
2800881,Plot 17,Rs.
2800046,R&G - Hotel GreenPark,Rs.
2800418,Kaloreez,Rs.
2801226,Red Velvet,Rs.
2901738,Curry Leaf The Kitchen,Rs.
2902022,The Hungrill,Rs.
2901742,9th Bistro,Rs.
2900054,Country Kitchen,Rs.
2900660,Mad Moose Artisan Gelato,Rs.
2900586,Biriyani Box,Rs.
2901333,Brothers Kitchen & Fast Food,Rs.
2900010,Marwari Rasoi,Rs.
18241195,Dosa Plaza,Rs.
18325050,Foodzo,Rs.
2900564,Keshari Garnish,Rs.
18413814,Aangan Horizon,Rs.
2900219,Adda Unplugged,Rs.
2900633,Barbeque Nation,Rs.
18408600,Food Fever,Rs.
18362677,Michael's Kitchen,Rs.
2901843,Kathi Junction,Rs.
2900550,Taste Of China,Rs.
2901104,Bhookaa,Rs.
2900294,Pizza Hut,Rs.
3000132,Kites Cafe,Rs.
3002145,Hidden Fork,Rs.
3000193,Ammayi Veedu Pot Cook,Rs.
3000195,Valarmathi Kongunaatu Samayal,Rs.
3000094,Domino's Pizza,Rs.
3000133,Leiden,Rs.
3000002,Shree Anandhaas,Rs.
3000651,Classsic Biriyani Hut,Rs.
3000940,Hotel Junior Kuppanna,Rs.
3000208,Ajay's Delhi Wala Sweet Home,Rs.
3000062,Cream Centre,Rs.
3000040,KFC,Rs.
3002561,Hungry Wheelz,Rs.
18514160,Night Food Coimbatore,Rs.
3001440,Sree Annapoorna Sree Gowrishankar,Rs.
18280306,Tim's Bistro,Rs.
3000779,RHR Restaurant,Rs.
3000864,Alam Grilled Wraps,Rs.
3000126,Bird On Tree,Rs.
3000122,Zucca Pizzeria,Rs.
3100422,Punjab Da Pind,Rs.
3100000,Pizza Hut,Rs.
3100142,Giri Manja's,Rs.
3100007,Ideal Ice Cream Parlour,Rs.
3100014,Sizzler's Ranch,Rs.
3100153,Maharaja Restaurant,Rs.
18237384,Brio Cafe and Grill,Rs.
3100904,Basil Cafe,Rs.
3100145,Froth On Top,Rs.
18434518,Savoury Restaurant,Rs.
3100003,Domino's Pizza,Rs.
3100220,Ideal Cream Parlour,Rs.
3100831,Thyme Family Restaurant,Rs.
3100810,ONYX- Air Lounge and Kitchen,Rs.
3100351,Pizza Hut,Rs.
3100975,Drip Lounge,Rs.
3100038,Trattoria,Rs.
3100110,Cherry Square,Rs.
3100147,Simbly South,Rs.
3100020,Chutney,Rs.
3201907,Indish Lounge,Rs.
3200090,22nd Parallel,Rs.
3200091,Canara Coffee House,Rs.
3200238,Jay Mahakali Sev Usal,Rs.
3202278,Jagdish Foods Pvt. Ltd.,Rs.
3202160,La Pino'z Pizza,Rs.
3200024,Pizza Hut,Rs.
3201116,The Secret Kitchen,Rs.
3200816,Eggxotica,Rs.
3202122,Thyme & Whisk,Rs.
3200608,Santushti Shakes & More,Rs.
3200448,Spicenation,Rs.
3200832,Shree Kathiyawadi Khadki,Rs.
3200587,Biryaniz,Rs.
3200283,Bhagyodaya Restaurant,Rs.
3200541,Marco's Pizza,Rs.
3200950,Domino's Pizza,Rs.
3200763,Swad,Rs.
3201508,Lazzate Nayab,Rs.
3202152,Pizza Da Dhaba,Rs.
18761314,Italy Via Punjab,Rs.
3300984,Yello,Rs.
18635818,MiCasa,Rs.
3300308,Subway,Rs.
18641058,Chaat Shaala,Rs.
3300061,Mocha,Rs.
3300107,The Zuree Urban Kitchen,Rs.
3300548,Shabana Bakery,Rs.
3300726,Domino's Pizza,Rs.
3300411,Nosh-Cafe Lounge & Restaurant,Rs.
3300463,Haldiram's Planet Food,Rs.
18667030,Sham-E-Mehfil,Rs.
3300148,Haldiram's Hotspot,Rs.
18660149,Shabana Bakery & Kitchen,Rs.
3301609,Pablo - The Art Cafe' Lounge,Rs.
3300060,Veeraswami,Rs.
3300082,Reddy's Gokul Brindavan Restaurant,Rs.
18672027,Fuel Blend,Rs.
3300794,Pizza Hut,Rs.
3300510,Domino's Pizza,Rs.
3400853,Mocha,Rs.
3400010,GMB - Gopika Sweets & Restaurant,Rs.
3400297,Bhagat Halwai,Rs.
3400018,Pinch Of Spice,Rs.
3400457,Yadav Dhaba Purana,Rs.
3400021,Chokho Jeeman Marwari Jain Bhojanalya,Rs.
3400025,Jahanpanah,Rs.
3400016,Pind Balluchi,Rs.
3400469,Papa Ji Da Dhaba,Rs.
3400391,Chapter 1 Cafe,Rs.
3400840,Subway,Rs.
3400838,Sugar N Thyme,Rs.
3400251,Domino's Pizza,Rs.
3400611,Domino's Pizza,Rs.
3400475,Amritsari Kulcha Junction,Rs.
3401656,D'Delicia,Rs.
3400348,G Thal,Rs.
3400370,Pizza Hut,Rs.
3400059,Peshawri - ITC Mughal,Rs.
3401310,Shree Balaji Family Restaurant,Rs.
3500153,Domino's Pizza,Rs.
18351825,Walk In Woods,Rs.
3500062,Domino's Pizza,Rs.
3501134,Super Donuts,Rs.
3500247,McDonald's,Rs.
3500456,Chilli'z,Rs.
18697188,Mughal Darbar,Rs.
3500018,Town Table Restaurant,Rs.
18950539,Punjab Di Rasoi,Rs.
3500058,Domino's Pizza,Rs.
3501340,Cafe Village Highway,Rs.
3501828,Angeethi Restaurant,Rs.
17971273,Eddie's Patisserie,Rs.
3500059,TBistro,Rs.
3500792,Big Feast,Rs.
18440677,Jalapenos,Rs.
3501147,Waffles & Crepes,Rs.
3501035,Infamous Bistro & Bar,Rs.
3500497,Mirabilia,Rs.
3500498,South Indian Vibes Restaurant,Rs.
3600894,Dhadoom,Rs.
3600382,Domino's Pizza,Rs.
3600271,Tonif,Rs.
18407994,Khan's Restaurant,Rs.
3600838,Amrutha Veg Restaurant,Rs.
3600471,Big Chicken,Rs.
3600009,Pizza Hut,Rs.
3600022,Oyster Bay,Rs.
3600285,Mezzaluna,Rs.
3600478,Neon Castle,Rs.
18445091,SPR Veg Restaurant,Rs.
3600058,Corner House,Rs.
3600436,The Barge Restaurant,Rs.
3600071,Pakva Lounge,Rs.
3600204,Mahesh Prasad,Rs.
18358426,Sutra Bistro,Rs.
3600185,Hyderabadi Biryani House,Rs.
3600541,Sepoy's Phirangi,Rs.
3600361,Tandooriwala,Rs.
3600090,The Lemon Three,Rs.
3700561,Gelateria Montecatini Terme,Rs.
18427467,The Smoothie Bar,Rs.
3701218,Sky Garden,Rs.
3700019,Rendezvous Cafe Restaurant,Rs.
3700387,Bay of Buddha -  The Promenade,Rs.
3700219,Boston Cafe,Rs.
3700056,Cafe Ole,Rs.
3700160,Spice Route Rest'o Pub,Rs.
3700408,Italize,Rs.
3700417,Le Chateau,Rs.
3700113,Celine's Kitchen,Rs.
3700117,Hotel Sri Kamatchi,Rs.
3700465,Cream Affair,Rs.
3700060,A2B - Adyar Ananda Bhavan,Rs.
3700070,Auro Pizza,Rs.
3700970,Creamy Station,Rs.
3700002,KFC,Rs.
3700849,Sandwich Square,Rs.
3700161,Madame Shanthe's,Rs.
3700444,Cafe Xtasi,Rs.
3800002,Kansar Gujarati Thali,Rs.
18575885,La Pino'z Pizza,Rs.
3800319,Level 5 - Terrace Restro & Cafe,Rs.
18630060,K's Charcoal,Rs.
3800348,KFC,Rs.
3800866,Meraki The Coffee House,Rs.
3800272,Mumbai Grill,Rs.
18455833,Momo's Mania,Rs.
3800100,Sarvottam Restaurant,Rs.
3800263,McDonald's,Rs.
18635404,Geetha Restaurant,Rs.
3800117,Domino's Pizza,Rs.
3800060,The Glorious Restaurant,Rs.
3800015,Sasumaa's,Rs.
3800258,Gopal Locho Khaman House,Rs.
3800929,Burger King,Rs.
3800078,Mysore Cafe,Rs.
3800023,Coffee Culture - The Ristorante Lounge,Rs.
3800052,Golden Dragon,Rs.
3800112,Domino's Pizza,Rs.
3900059,Pizzeria Vaatika Cafe,Rs.
3900475,Wife On Leave Restaurant,Rs.
3900483,Cafebility,Rs.
18797690,Pahalwan Lassi,Rs.
3900050,Tandoor Villa,Rs.
18246202,VNS Live Studio,Rs.
18921597,London Live Restaurant,Rs.
18612383,Bhole Chature ,Rs.
18795894,Ming Garden Bakery,Rs.
3900158,Aman E Khas,Rs.
18787886,Bistro B2,Rs.
18640504,The Chocolate Heaven,Rs.
18790353,Al-Baike,Rs.
18680632,The 3rd Floor Bar Stock Exchange,Rs.
18712646,Tanish Dining and Cafe,Rs.
3900058,Chrystal Bowl Restaurant,Rs.
18793195,The Taste Factory,Rs.
18709745,Maharaja Veg & Nonveg Food,Rs.
3900259,Singh's Delight Restaurant,Rs.
3900367,Partho's Restaurant,Rs.
4000222,Basant Vihar,Rs.
18279982,Indian Summer Cafe,Rs.
18705409,Darbaar,Rs.
18735648,Dumsum,Rs.
4000013,Domino's Pizza,Rs.
4000027,Biryani Mahal,Rs.
18575127,Lazeez,Rs.
4000033,The Yellow Chilli,Rs.
4000269,McDonald's,Rs.
4000241,Haldiram,Rs.
4000308,Al Chef,Rs.
4000051,Blue Moon,Rs.
4000004,KFC,Rs.
4000292,KFC,Rs.
18740842,Cafe Hideout,Rs.
4000031,17 Degrees,Rs.
4000162,Raj Darbar Family Restaurant,Rs.
18852929,Hyderabadi Point,Rs.
18587488,LBW - Lounge Before Wicket,Rs.
4000077,7 Colour's Kabab Hut,Rs.
201340,The Cheesecake Factory,AED
18668094,Olive Root,AED
18591111,ILA Restaurant & Cafe,AED
201608,My Govinda's,AED
18597802,Kulfiholic-The Mumbai Social,AED
206233,Little Bangkok,AED
201553,Zaroob,AED
18498298,WOK BOYZ,AED
18643387,Mitra,AED
18564161,Zouzou,AED
205993,Jazz@PizzaExpress,AED
205164,India Palace,AED
18168081,Max's Restaurant,AED
205165,India Palace,AED
18283257,De Fish Sea Food Restaurant,AED
18648901,Asia Kitchen By Mainland China,AED
18617755,Bar Baar - Majestic City Retreat Hotel,AED
18319258,Nurai,AED
18521331,Katsuya by Starck - Jumeirah Al Naseem Hotel,AED
210051,The Yellow Chilli by Sanjeev Kapoor,AED
18482983,The Lokal,$
18482929,10 At Claymore,$
18483085,Rhubarb Le Restaurant,$
18483701,Nox - Dine In The Dark,$
18483884,Lagnaa Barefoot Dining,$
18496057,Restaurant Andre,$
18483011,LeVeL33,$
18482708,Bistecca Tuscan Steakhouse,$
18483082,Artistry,$
18490513,Equinox Restaurant,$
18482730,Salt Grill & Sky Bar,$
18479742,I am...,$
18483704,Non Entree Dessert Cafe,$
18482686,FOC Restaurant,$
18482748,Db Bistro & Oyster Bar,$
18483869,Tippling Club,$
18482938,Super Loco,$
18484513,Oso Ristorante,$
18484157,Odette,$
18482862,Crossroads Cafe,$
5600953,Nayaab Haandi,AED
5600932,Salkara Restaurant,AED
5600424,Kamat,AED
5602580,Kurkum,AED
5600457,Gazebo - جازيبو,AED
5601656,Nayaab Haandi,AED
5602900,Raju Omlet,AED
5603605,Kabab Bazar,AED
5602273,Laffah Cafeteria - كافتيريا لفاح,AED
5601404,Peking Chinese Restaurant,AED
5601424,Kabab Karachi,AED
5602211,Urban Tadka,AED
5600794,India Palace,AED
5602837,SOL,AED
5601738,Orient Grill,AED
5604617,Jawhr Al Sahra Restaurant (Wok-N-Tandoor),AED
5601855,Applebee's,AED
5600491,Five Star Restaurant,AED
5603323,Woodlands Restaurant,AED
5600961,Pizza Hut,AED
18667552,Ola Brasil Restaurant,AED
5701804,Biryani Pot,AED
5702531,Galito's,AED
5704118,Tikka Tonight,AED
5702679,Calicut Notebook,AED
18319404,Come and Eat,AED
18427358,Azkadenya,AED
5702047,Peppermill,AED
18277104,Mosaic,AED
5702529,Nihal Restaurant,AED
5700042,Pizza Hut,AED
18288893,Nando's,AED
5702120,Zahrat Lebnan,AED
18126540,Man'oushe Street,AED
5700168,Ritaj,AED
18235425,Indian By Nature,AED
5701548,Bait El Khetyar - بيت الختيار,AED
5701768,Lazeez,AED
5700703,Tandoori Corner,AED
18235442,Let's Wok,AED
5800433,The Sizzle,LKR
5801714,&Co Pub and Kitchen- The Steuart,LKR
5800454,The Dining Room - Cinnamon Lakeside,LKR
5800063,Mc Donalds,LKR
5800272,Coffee Stop - Cinnamon Grand,LKR
5800692,Sky Lounge - The Kingsbury,LKR
5800248,The Lagoon - Cinnamon Grand,LKR
5800648,The Station,LKR
5800871,Whight & Co. Cafe,LKR
5801078,Arabian Knights,LKR
5801077,Noodles - Cinnamon Grand,LKR
5800204,Dine More,LKR
5801341,Bakes by Bella,LKR
5800911,The t-Lounge by Dilmah,LKR
5800210,Dine More,LKR
5800144,Carnival Ice Cream,LKR
5800557,Chinese Dragon Cafe,LKR
5800758,Cafe Shaze,LKR
5801814,The Sandwich Factory,LKR
5800161,Taprobane - Cinnamon Grand,LKR
5908736,BigChefs,TL
5906266,Çiya Sofrası,TL
5901755,Mangerie,TL
5901782,Starbucks,TL
5912546,Eataly,TL
5907325,Bayramoğlu Döner,TL
5913006,Tarihi Çınaraltı Aile Çay Bahçesi,TL
5904116,J'adore Chocolatier,TL
5905656,Dürümcü Emmi,TL
5915792,Lokma,TL
18253001,Çeşme Bazlama Kahvaltı,TL
5904119,Fıccın,TL
5923724,Midyeci Ahmet,TL
5902241,The House Cafe,TL
5915547,Karaköy Güllüoğlu,TL
18334399,b.blokbakery,TL
5912376,Tatar Salim Döner Lokantası,TL
5915429,360 İstanbul,TL
5916085,Dem Karaköy,TL
5905215,Emirgan Sütiş,TL
6000478,Aylak Madam,TL
6000747,The Bigos,TL
6001615,Devrez,TL
6001640,Big Baker,TL
6001054,Marco Pascha,TL
6004089,Düveroğlu,TL
6004813,Pizza İl Forno,TL
6004011,Gaga Manjero,TL
6003668,Timboo Cafe,TL
6000573,Ata İskender Döner Kebap,TL
6003596,Boğaziçi Lokantası,TL
6003879,Zigana Pide,TL
6001660,Seyir Cafe,TL
6001011,The Bigos,TL
6001537,Kebap 49,TL
6000898,Papazın Bağı,TL
6003426,Liva,TL
6001757,Yıldız Aspava,TL
6007062,Carmelo’s Every 7 Day Eat Well,TL
6005457,Pizza İl Forno,TL
6124820,Dishoom,£
6107170,The Wolseley,£
6102643,Ladurée,£
6103551,The Kati Roll Company,£
6113850,Princi,£
6117406,Five Guys,£
6100396,Wahaca,£
6113680,Restaurant Gordon Ramsay,£
6113973,Bone Daddies,£
6127163,Bao,£
6119776,Andina,£
6116177,Brasserie Zedel,£
6103868,Nobu,£
6103683,Bocca Di Lupo,£
6103998,Barrafina,£
18164345,Hoppers,£
6102615,The Breakfast Club,£
6113700,The Ledbury,£
6102856,Hakkasan,£
6103891,Mildreds,£
18311239,Spice & Sizzle,QR
18357297,Carluccio's - كارلوتشيوز,QR
6202760,P.F. Chang's,QR
6201565,MRA Restaurant Bakery & Sweets,QR
6201993,Dakshin,QR
18311237,The Cheesecake Factory,QR
6201116,Spice Market - W Doha Hotel,QR
6201202,Choices - Oryx Rotana,QR
6200972,Red Lobster,QR
18692437,Fudo Restaurant,QR
18688413,Brooks Cafe - بروكس كافي,QR
18426586,Mumbai Spices,QR
6201972,Eatopia - ايتوبيا,QR
6200661,TGI Fridays,QR
18455772,Little Yee Hwa,QR
6202998,Tofu House Restaurant,QR
6200626,Afghan Brothers Restaurant - مطعم اخوان الأفغان,QR
17957917,The Manhattan FISH MARKET,QR
6200520,Zaatar W Zeit - زعتر و زيت,QR
6202515,Gokul Gujarati Restaurant,QR
6310022,Rustic Mornings by Isabelo,P
18558322,Mama Lou's Italian Kitchen,P
6318213,Balay Dako,P
6304833,Manam,P
6305783,Lola Cafe,P
6307689,Filling Station,P
6314001,Motorino Pizzeria Napoletana,P
18142958,Single Origin,P
18619314,Soban K-Town Grill,P
6301293,Banapple,P
6315689,Bad Bird,P
6301730,Sariwon,P
6309831,Ramen Yushoken,P
6314987,Locavore,P
18290970,Soban K-Town Grill,P
18343547,Bad Bird,P
6301290,Vikings,P
6312860,Breakfast at Antonio's,P
6314243,The Frazzled Cook,P
6301760,Wai Ying Fastfood,P
6400911,The Bungalow,R
6401460,The Dog's Bollocks at YARD,R
6401310,Starlings Cafe,R
6402366,Jerry's Burger Bar,R
6402867,Tiger's Milk Restaurant & Bar,R
6400062,El Burro,R
6400186,Harbour House Restaurant,R
6401034,Yindee's,R
6403027,Honest Chocolate Cafe,R
6400235,Gibson's Gourmet Burgers & Ribs,R
6403756,Brick Lane Eatery,R
6402163,Grand Café & Beach,R
6402932,Jewel of India,R
6401065,Da Vincis On Kloof,R
18334645,The Fat Butcher,R
6401485,The Creamery,R
6402372,Foresters Arms,R
6401671,Four & Twenty,R
18310989,Tiger's Milk Restaurant & Bar,R
6400825,Clarke's Bar & Dining Room,R
6501298,Cafe Del Sol Classico,R
6500413,Doppio Zero,R
6500983,Throbbing Strawberry,R
6500511,Level Four - 54 on Bath Hotel,R
6502883,Perron,R
6501406,Thava,R
6516432,Salsa Mexican Grill,R
6500792,Signature Restaurant,R
6516530,PRON,R
6501476,The Local Grill,R
6501794,Yamakado,R
18633161,Fireroom Sushi and Grill Montecasino,R
6501111,The Butcher Shop & Grill,R
6517799,Paul,R
6502909,Beerhouse Fourways,R
18339373,Urbanologi,R
6517401,La Rosa Mexican Grille and Tequileria,R
6502852,Social on Main,R
6501404,Salvationcafe,R
6500410,Piza E Vino,R
6600503,Mangai,R$
6600810,Beirute,R$
6601075,Confraria Chico Mineiro,R$
6600940,Universal,R$
6600993,Objeto Encontrado,R$
6601114,Caramella,R$
6601569,El Negro,R$
6600557,Nossa Cozinha Bistrô,R$
6600495,Palace Long Fu,R$
6600441,Maori,R$
6600414,El Paso Texas,R$
6601606,Mormaii Surf Bar,R$
6601634,American Prime Steakhouse,R$
6600970,Pizza à Bessa,R$
6600061,Galeteria Gaúcha,R$
6601361,Buena Carne,R$
6601283,Capital Steakhouse,R$
6601535,Empório Árabe,R$
6601143,Soho,R$
6601251,Severina,R$
6714656,MoDi Gastronomia,R$
6704443,Bravo Bistrô,R$
6710784,Varanda,R$
6715615,Le Bife,R$
6716006,Nosu,R$
6714499,Ristorantino,R$
6703191,Tanka - Hotel Akasaka,R$
6702070,Amadeus,R$
6702539,Taste and See,R$
6716166,Coco Bambú Anhembi,R$
6715707,Più,R$
6706836,Famiglia Rivitti,R$
6714102,Fogo de Chão,R$
6700484,A Bela Sintra,R$
6706568,Vinheria Santa Clara,R$
6712980,Cantaloup,R$
6702159,A Figueira Rubaiyat,R$
6716125,Pão com Carne,R$
6711179,Gopala Hari,R$
6701869,Vento Haragano,R$
6801986,Hawksmoor Manchester,£
6801873,Mr Cooper's House & Garden - The Midland,£
18758339,Ziya Asian Grill,£
18326123,Indique,£
6801395,Teacup,£
18756343,The Pasta Factory,£
6800892,Gaucho Manchester,£
6800964,Bem Brasil,£
18216298,Rudy's Pizza,£
6801977,Fazenda,£
18756337,Alston Bar & Beef,£
6800569,Chaophraya,£
6800538,Archies,£
6801389,Luck Lust Liquor & Burn,£
6801991,Thaikhun,£
6801806,Australasia,£
6800264,Croma,£
6801852,Yuzu,£
17872389,Bar San Juan,£
6800413,Try Thai,£
6901081,San Carlo,£
6900405,The Delhi,£
6900992,Mughal E Azam,£
6901021,Momo's Diner,£
6900822,Punjabi Rasoi,£
6900058,Miller & Carter,£
6900924,Akbar's,£
6900400,Cielo,£
6900069,Bar Estilo,£
6900187,Handmade Burger Co.,£
6901389,Antep,£
6900271,Marco Pierre White,£
6900157,McDonald's,£
6900185,Thai Edge,£
6900316,Ming Moon,£
6901230,Yew Tree Cottage,£
6900714,Pepe's Piri Piri,£
6900415,Red Onion,£
6900854,Boston Tea Party,£
6901044,Sabai Sabai,£
7000162,Giapo,NZ$
7009352,MELBA,NZ$
18383350,Tucks and Bao,NZ$
18582228,Little Goodies Cafe,NZ$
7000676,Bambina,NZ$
18732385,Panda Restaurant  熊猫小馆,NZ$
18251260,Kiss Kiss,NZ$
7003234,MASU by Nic Watt - SKYCITY Grand Hotel,NZ$
7004226,BannSang 반상,NZ$
7000095,Depot Eatery and Oyster Bar,NZ$
7001086,Milse,NZ$
7006871,Big Fish Eatery,NZ$
18626609,Hon Izakaya,NZ$
7001456,Little King Cafe,NZ$
7000734,Euro Bar and Restaurant,NZ$
7005979,Chinoiserie,NZ$
7006740,Miss Moonshine's,NZ$
18666718,Woolfy's,NZ$
18543696,Duck Duck Goose Eatery,NZ$
18262197,Hello Friends + Allies,NZ$
7100938,wagamama,NZ$
7100119,Hippopotamus Restaurant & Cocktail Bar,NZ$
7100370,Aunty Mena Vegetarian,NZ$
7100151,Enigma Cafe,NZ$
7100987,Southern Cross Garden Bar Restaurant,NZ$
7100072,Fisherman's Plate,NZ$
7100811,Floriditas,NZ$
7100478,Caffe L'affare,NZ$
7100779,Portlander Bar & Grill,NZ$
7100853,Prefab,NZ$
7101000,Olive,NZ$
7101378,Five Boroughs,NZ$
7101616,Egmont St Eatery,NZ$
7100468,Maranui Cafe,NZ$
7100965,Plum Cafe,NZ$
7101315,Mexico,NZ$
7100042,Logan Brown Restaurant,NZ$
7101306,Grill Meats Beer,NZ$
7101272,Spruce Goose,NZ$
7100001,The Flying Burrito Brothers,NZ$
41,Sancho's Restaurant,
7200018,Casa Nostra,
7,7 Flags,
15,Sheesha Sky Lounge Gold,
27,Barbeque Nation,
7202509,Starbucks,
7203482,Akhalwaya's,
7203561,Pulp,
7203491,Fishaways,
7203662,Ali Usta Burma Kadayıf,
7203806,DUO WEI Chinese Restaurant & Sushi Bar,
7203663,Ahmed Al Naimi Restaurant,
7203789,Dawaat at Johnstons' - Strand Palace Hotel,
7204033,Mamagoto,
7204049,Eladio,
7204060,Costa Varua,
7204077,KitCheng,
7204013,TGI Friday's,
7204050,Niu Sushi,
7204055,Chilenazo,
7304077,Hachiko,R$
18334183,La Bocca Bar e Trattoria,R$
18177599,Quitéria,R$
7305012,L’Atelier du Cuisinier,R$
7304928,Empório Jardim,R$
7300063,Gabianno Al Mare - Hotel Sol Ipanema,R$
7300704,TT Burger,R$
7305011,Le Bistrot du Cuisinier,R$
7304791,Rancho Inn,R$
7303564,Org,R$
7303324,Botequim Cachambeer,R$
7304819,Gurumê,R$
7304910,Bene - Sheraton Rio Hotel,R$
7304130,Mitsuba,R$
7300763,Quadrifoglio,R$
7303759,Fiammetta,R$
7302357,Café das Estrelas,R$
7304639,Paris Gastrô,R$
7300800,Bráz,R$
7305036,Domenica,R$
18884848,SGD Tofu House,IDR
18538909,Hokkaido Izakaya,IDR
18875696,Kintaro Sushi,IDR
7417455,Talaga Sampireun,IDR
18366214,Wing Heng Hongkong Dim Sum Shop,IDR
7413472,Bandar Djakarta,IDR
18585840,Amausaan Uji Matcha,IDR
18941833,Sushi Hiro,IDR
18569489,Shabu Hachi,IDR
18443678,Gyu - Kaku Japanese BBQ,IDR
18526910,Gyu - Kaku Japanese BBQ,IDR
7426032,Shabu Hachi,IDR
7425027,Shabu-Shabu Shaburi,IDR
18530405,Kintaro Sushi,IDR
18331574,Mottomoo,IDR
18941862,Pizza Maru,IDR
18609057,Okuzono,IDR
18370724,Gyu - Kaku Japanese BBQ,IDR
18744701,Wan Treasures,IDR
18358559,Larb Thai Cuisine,IDR
75035,Prosopa,R
75638,Burger Bistro,R
75276,Ed's Diner,R
75764,Life Grand Cafe,R
18274957,Hudson's,R
75640,Signature,R
75131,Capeesh,R
18395662,Hard Rock Cafe,R
75031,Geet Indian Restaurant,R
75310,The Blue Crane Restaurant & Bar,R
75989,Restaurant Mosaic @ The Orient,R
75234,Blu Saffron,R
75728,Blos Cafe,R
75125,tashas,R
75479,O'Galito,R
18437607,Summit Grill & Skybar,R
18376955,Turn 'n Tender,R
75132,Crawdaddy's,R
75913,Grounded at Echo,R
18445981,Altitude,R
7601270,Restaurant Martin Wishart,£
7601153,Nobles Cafe Bar & Restaurant,£
7601395,Purslane Restaurant,£
7601754,Aizle,£
7602396,The Colonnades,£
7601877,Locanda De Gusti,£
7600213,Oink,£
7600685,The Scran & Scallie,£
7602583,The Table,£
7602612,Dine,£
7601457,Chop Chop,£
7602425,Castle of Gourmet Mash,£
7601106,10 to 10 in Delhi,£
7601338,The Cellar Door,£
7602618,New Chapter,£
7600199,Hula Juice Bar & Gallery,£
7601561,Palm Court - Balmoral Hotel,£
7600350,Urban Angel,£
7600347,Howies,£
7602219,Bentoya,£
7701430,Crabshakk,£
7700390,Cafe Gandolfi,£
7701434,India Quay Restaurant,£
7700857,Epicures of Hyndland,£
7700241,The Italian Kitchen,£
7700451,The Left Bank,£
7700217,Koolba Restaurant,£
7700147,Cafe Andaluz,£
7700376,TGI Friday's,£
7701550,Las Iguanas,£
7700680,Bella Napoli,£
18231493,The Trading House,£
7700825,Ichiban,£
7701455,Mother India,£
7700916,Little Italy,£
7700068,Bloc+,£
7700591,Nick's Italian Bar and Grill,£
7700377,Lucky 7,£
7700439,Cafe Andaluz,£
7700912,Tinto Tapas - Battlefield,£
7800633,Beira Alta,R
7800334,Cargo Hold,R
7800662,Gianni's Beachfront Ristorante,R
7801045,Surf Riders Food Shack,R
7800554,Circus Circus Cafe,R
7800739,Bellevue Cafe,R
7800617,Mo-Zam-Bik,R
7800892,Beach Bums,R
7800374,Olive & Oil,R
7800507,Maritimo's - Cabana Beach Resort,R
7800976,The Waterberry Coffee Shop,R
7800477,Hooters,R
7800019,Col'Cacchio,R
7800970,Al Pescatore,R
7800594,Fiamma Grill - Coco De Mer Boutique Hotel,R
7800476,Bamboo Sushi Lounge,R
18395158,Hudsons,R
7801094,Big Easy Winebar & Grill Durban by Ernie Els,R
7800993,Lupa Osteria,R
18084857,Pintxada,R
7900206,Sheetal Indian Takeaway,NZ$
7900187,Coffee and Food Establishment,NZ$
7900374,Banh Mi Caphe,NZ$
7900511,Madam Woo,NZ$
7900273,Cinnamon,NZ$
7900353,Cafe Fresca,NZ$
7900283,The Bank Bar & Brasserie,NZ$
7900461,Thai & Kai on Rimu,NZ$
7900464,Coffee Culture,NZ$
7900024,Grey Street Kitchen,NZ$
7900054,Palate,NZ$
7900195,Little India,NZ$
7900139,Furnace Bar,NZ$
